"","factor","MeanDecreaseGini"
"194","AvgAge",1.63787470839064
"195","MaxAge",1.52375552711655
"196","avgResponseTime",1.78346629983043
"197","AvgAge",1.63787470839064
"198","MaxAge",1.52375552711655
"199","avgResponseTime",1.78346629983043
"200","AvgAge",1.63787470839064
"201","MaxAge",1.52375552711655
"202","avgResponseTime",1.78346629983043
"203","AvgAge",1.63787470839064
"204","MaxAge",1.52375552711655
"205","avgResponseTime",1.78346629983043
"206","AvgAge",1.63787470839064
"207","MaxAge",1.52375552711655
"208","avgResponseTime",1.78346629983043
"209","AvgAge",1.63787470839064
"210","MaxAge",1.52375552711655
"211","avgResponseTime",1.78346629983043
"212","AvgAge",1.63787470839064
"213","MaxAge",1.52375552711655
"214","avgResponseTime",1.78346629983043
"215","AvgAge",1.63787470839064
"216","MaxAge",1.52375552711655
"217","avgResponseTime",1.78346629983043
"218","AvgAge",1.63787470839064
"219","MaxAge",1.52375552711655
"220","avgResponseTime",1.78346629983043
"221","AvgAge",1.63787470839064
"222","MaxAge",1.52375552711655
"223","avgResponseTime",1.78346629983043
"224","AvgAge",1.63787470839064
"225","MaxAge",1.52375552711655
"226","avgResponseTime",1.78346629983043
"227","AvgAge",1.63787470839064
"228","MaxAge",1.52375552711655
"229","avgResponseTime",1.78346629983043
"230","AvgAge",1.63787470839064
"231","MaxAge",1.52375552711655
"232","avgResponseTime",1.78346629983043
"233","AvgAge",1.63787470839064
"234","MaxAge",1.52375552711655
"235","avgResponseTime",1.78346629983043
"236","AvgAge",1.63787470839064
"237","MaxAge",1.52375552711655
"238","avgResponseTime",1.78346629983043
"239","AvgAge",1.63787470839064
"240","MaxAge",1.52375552711655
"241","avgResponseTime",1.78346629983043
"242","AvgAge",1.63787470839064
"243","MaxAge",1.52375552711655
"244","avgResponseTime",1.78346629983043
"245","AvgAge",1.63787470839064
"246","MaxAge",1.52375552711655
"247","avgResponseTime",1.78346629983043
"248","AvgAge",1.63787470839064
"249","MaxAge",1.52375552711655
"250","avgResponseTime",1.78346629983043
"251","AvgAge",1.63787470839064
"252","MaxAge",1.52375552711655
"253","avgResponseTime",1.78346629983043
"254","AvgAge",1.63787470839064
"255","MaxAge",1.52375552711655
"256","avgResponseTime",1.78346629983043
"257","AvgAge",1.63787470839064
"258","MaxAge",1.52375552711655
"259","avgResponseTime",1.78346629983043
"260","AvgAge",1.63787470839064
"261","MaxAge",1.52375552711655
"262","avgResponseTime",1.78346629983043
"263","AvgAge",1.63787470839064
"264","MaxAge",1.52375552711655
"265","avgResponseTime",1.78346629983043
"266","AvgAge",1.63787470839064
"267","MaxAge",1.52375552711655
"268","avgResponseTime",1.78346629983043
"269","AvgAge",1.63787470839064
"270","MaxAge",1.52375552711655
"271","avgResponseTime",1.78346629983043
"272","AvgAge",1.63787470839064
"273","MaxAge",1.52375552711655
"274","avgResponseTime",1.78346629983043
"275","AvgAge",1.63787470839064
"276","MaxAge",1.52375552711655
"277","avgResponseTime",1.78346629983043
"278","AvgAge",1.63787470839064
"279","MaxAge",1.52375552711655
"280","avgResponseTime",1.78346629983043
"281","AvgAge",1.63787470839064
"282","MaxAge",1.52375552711655
"283","avgResponseTime",1.78346629983043
"284","AvgAge",1.63787470839064
"285","MaxAge",1.52375552711655
"286","avgResponseTime",1.78346629983043
"287","AvgAge",1.63787470839064
"288","MaxAge",1.52375552711655
"289","avgResponseTime",1.78346629983043
"290","AvgAge",1.63787470839064
"291","MaxAge",1.52375552711655
"292","avgResponseTime",1.78346629983043
"293","AvgAge",1.63787470839064
"294","MaxAge",1.52375552711655
"295","avgResponseTime",1.78346629983043
"296","AvgAge",1.63787470839064
"297","MaxAge",1.52375552711655
"298","avgResponseTime",1.78346629983043
"299","AvgAge",1.63787470839064
"300","MaxAge",1.52375552711655
