"","factor","MeanDecreaseGini"
"163","SUM_MI",6.93198695243443
"164","Mean_CCML",4.02246623779042
"165","Mean_TCC",3.81231906482683
"166","Mean_CCML",5.52782362229978
"167","SUM_HEFF",5.41279428258471
"168","SUM_HVOL",4.15560685305313
"169","SUM_HEFF",5.21885840525495
"170","SUM_HVOL",4.87761579666998
"171","SUM_AVCC",4.50172180710934
"172","SUM_LCOM2",5.18416940460112
"173","Mean_CCML",4.38636618646719
"174","SUM_HEFF",4.37686487400799
"175","Mean_CCML",7.76738232240963
"176","SUM_HEFF",6.27228765716656
"177","Mean_EXT",6.12176704016073
"178","Mean_CCML",6.06433457463373
"179","SUM_HEFF",5.80681433801902
"180","Mean_CCOM",5.37674571695508
"181","SUM_LCOM2",4.66772161047055
"182","SUM_HEFF",4.27441544784425
"183","SUM_HVOL",4.26879074357708
"184","SUM_HVOL",5.83697890198056
"185","SUM_HEFF",5.2594006158939
"186","Mean_CCML",5.19024154712793
"187","Mean_CCML",7.51909350891758
"188","SUM_HEFF",5.31158558744953
"189","SUM_HVOL",5.14135547146094
"190","SUM_HEFF",6.26831212975118
"191","Mean_CCOM",5.54860936620485
"192","Mean_LCOM2",5.48783595330291
"193","SUM_HEFF",5.74550768087597
"194","SUM_HVOL",5.39573422032038
"195","Mean_CCML",4.83773607459288
"196","Mean_CCML",5.36356268390656
"197","SUM_HEFF",5.19435368850938
"198","Mean_EXT",4.73544218845197
"199","Mean_CCML",5.94594679441983
"200","Mean_HEFF",5.47524997874698
"201","SUM_HVOL",5.2002647227246
"202","SUM_MI",6.0225721653267
"203","SUM_HEFF",4.82352088970858
"204","Mean_CCML",4.76727929838437
"205","Mean_CCML",5.97039930272805
"206","Mean_MI",5.37457050955957
"207","SUM_HEFF",5.14676672934096
"208","Mean_CCML",6.48732847467249
"209","SUM_LCOM2",6.4660050106035
"210","SUM_HEFF",5.62680821970387
"211","Mean_CCML",6.6374068375968
"212","SUM_HEFF",4.82501185261512
"213","Mean_EXT",4.20539300617772
"214","SUM_MI",6.97722343409325
"215","Mean_CCML",6.48093570385082
"216","SUM_HEFF",4.38942839352305
"217","SUM_HEFF",7.4708340227296
"218","Mean_EXT",5.46038752508711
"219","Mean_CCML",4.69555212542854
"220","Mean_CCML",5.92863107450444
"221","SUM_HVOL",4.67743778204056
"222","SUM_HEFF",4.40006510717592
"223","SUM_HEFF",6.21555369349647
"224","Mean_CCML",5.76966770236302
"225","SUM_HVOL",4.94856578783697
"226","SUM_HEFF",6.74943302294694
"227","Mean_CCOM",4.78871533548347
"228","Mean_EXT",4.68192720862826
"229","Mean_CCML",5.98568490769239
"230","SUM_MI",4.84464943062658
"231","SUM_LCOM2",4.62743534435958
"232","SUM_HEFF",4.90539478095639
"233","Mean_EXT",4.69154356110329
"234","Mean_MI",4.51889371382965
"235","SUM_HEFF",6.20974769475717
"236","SUM_LCOM2",4.82246621339333
"237","SUM_EXT",4.44647508243872
"238","Mean_MI",6.62790923013021
"239","Mean_CCML",5.83758654911666
"240","SUM_HEFF",5.33448242917268
"241","SUM_LCOM2",6.96938297862815
"242","SUM_HEFF",5.62174654881249
"243","Mean_CCML",5.4472253274978
"244","Mean_CCML",7.56242561660317
"245","SUM_HEFF",6.21549700726444
"246","SUM_EXT",4.14079365549139
"247","SUM_HEFF",6.29926953315517
"248","Mean_CCOM",5.85992247013331
"249","SUM_LCOM2",4.91459197198443
"250","Mean_CCML",5.00492160425452
"251","SUM_LCOM2",4.16252043869628
"252","SUM_HEFF",4.08869512203105
"253","Mean_CCML",8.500895659649
"254","Mean_NQU",5.46782902789878
"255","SUM_LCOM2",4.80340901662809
"256","Mean_HEFF",5.59104031985933
"257","Mean_EXT",4.40910155603193
"258","Mean_LCOM2",3.90759165216456
"259","SUM_HEFF",6.15363080002954
"260","Mean_CCML",5.22062410585153
"261","Mean_EXT",4.86162747404698
"262","SUM_HEFF",5.27249025243555
"263","Mean_CCML",4.52795778895631
"264","SUM_AVCC",4.24892883382299
"265","SUM_LCOM2",6.10794852792625
"266","SUM_HEFF",5.37748484343974
"267","Mean_CCOM",5.22771998766693
"268","Mean_CCML",5.62911632464138
"269","SUM_HEFF",5.337978035317
"270","SUM_LCOM2",5.09451776254599
"271","Mean_MI",6.4490611453606
"272","Mean_CCML",5.5214889180281
"273","Mean_HEFF",5.22891197889294
"274","Mean_CCML",5.9691580205195
"275","Mean_MI",5.23649503252147
"276","SUM_LCOM2",5.03665912349235
"277","Mean_CCML",8.94142687379042
"278","SUM_MI",6.61195830048429
"279","SUM_LCOM2",4.78851430983778
"280","Mean_CCML",7.34587684878713
"281","SUM_HEFF",5.21682443727155
"282","SUM_LCOM2",3.86372956619762
"283","SUM_HEFF",8.01143786635389
"284","Mean_CCML",5.01828578699827
"285","SUM_LCOM2",4.61914330040854
"286","Mean_HEFF",6.60428337411456
"287","SUM_EXT",4.00192962735041
"288","Mean_LCOM2",3.79731625717727
"289","Mean_CCML",7.54886797686843
"290","SUM_HEFF",4.82889277689844
"291","SUM_HBUG",4.7952266942298
"292","Mean_CCML",6.52102426433069
"293","SUM_MI",5.88019098382674
"294","SUM_HEFF",5.74688184024164
"295","Mean_CCML",7.61936631470087
"296","SUM_HEFF",4.81448610865343
"297","Mean_NQU",4.77903266053883
"298","Mean_CCML",6.14121700456576
"299","SUM_LCOM2",5.46206139210067
"300","SUM_HEFF",5.28763819021903
